Product Name,Reviews,Aspects,Sentiment
"Microvent Multi-purpose Plastic Kitchen Container Set with vent, 1800ml, 1100ml, 680ml, 360ml, Purple (4U)",Quality  Very good quality,quality,Positive
"Microvent Multi-purpose Plastic Kitchen Container Set with vent, 1800ml, 1100ml, 680ml, 360ml, Purple (4U)",Great deal  Good items,"deal, item",Positive
"Microvent Multi-purpose Plastic Kitchen Container Set with vent, 1800ml, 1100ml, 680ml, 360ml, Purple (4U)",Very good qulity  Best qulity,None,Positive
"Microvent Multi-purpose Plastic Kitchen Container Set with vent, 1800ml, 1100ml, 680ml, 360ml, Purple (4U)",Super  Great product,product,Positive
"Microvent Multi-purpose Plastic Kitchen Container Set with vent, 1800ml, 1100ml, 680ml, 360ml, Purple (4U)",Awesome  Good product I've bought,product,Positive
"Microvent Multi-purpose Plastic Kitchen Container Set with vent, 1800ml, 1100ml, 680ml, 360ml, Purple (4U)",Microwave container  Lovely product,product,Positive
Ezybe Self Adhesive Kichen Shelf Light Blue Plastic Storage Racks (Pack of 2),Very nice  Dureble and attractive,None,Positive
Ezybe Self Adhesive Kichen Shelf Light Blue Plastic Storage Racks (Pack of 2),Good 👍  Good product 👍,product,Positive
Ezybe Self Adhesive Kichen Shelf Light Blue Plastic Storage Racks (Pack of 2),nic e usefull product  nice productr,"useful, product",Positive
Ezybe Self Adhesive Kichen Shelf Light Blue Plastic Storage Racks (Pack of 2),Nice product  Very useful product,"useful, product",Positive
Ezybe Self Adhesive Kichen Shelf Light Blue Plastic Storage Racks (Pack of 2),Good one  Useful product,"useful, product",Positive
Ezybe Self Adhesive Kichen Shelf Light Blue Plastic Storage Racks (Pack of 2),Size is ok  Nice n attractive,size,Positive
Ezybe Self Adhesive Kichen Shelf Light Blue Plastic Storage Racks (Pack of 2),Nice and worth  Useful and worth buying,"worth, useful",Positive
Ezybe Self Adhesive Kichen Shelf Light Blue Plastic Storage Racks (Pack of 2),Plastic storage rack  Quality is very good delivety staff was nice person. I appreciate this app.,quality,Positive
Ezybe Self Adhesive Kichen Shelf Light Blue Plastic Storage Racks (Pack of 2),Great e  Very good product 💯,product,Positive
Ezybe Self Adhesive Kichen Shelf Light Blue Plastic Storage Racks (Pack of 2),V E R Y G O O D  Good product,product,Positive
Bentag kitchenware Vegetable & Fruit Clever Cutter Stainless Steel Vegetable Scissor,Not satisfied Not working properly...not cutting fully ....board is not equal...please replace....delay in delivery....,"satisf, delivery",Negative
Bentag kitchenware Vegetable & Fruit Clever Cutter Stainless Steel Vegetable Scissor,Low quality steel blade and plastic  Improve blade and plastic quality,quality,Positive
Bentag kitchenware Vegetable & Fruit Clever Cutter Stainless Steel Vegetable Scissor,"it's ok  It's ok, not bad",None,Positive
Bentag kitchenware Vegetable & Fruit Clever Cutter Stainless Steel Vegetable Scissor,Not satisfied  Not working properly...not cutting fully ....board is not equal...please replace....delay in delivery....,"satisf, delivery",Negative
Bentag kitchenware Vegetable & Fruit Clever Cutter Stainless Steel Vegetable Scissor,"A Good Buy Being in anticipation, that, it will add to my convenience & facility for cooking.. [I'm 63, staying/ doing all on my own] ..the main reason read more",None,Positive
Bentag kitchenware Vegetable & Fruit Clever Cutter Stainless Steel Vegetable Scissor,No use  Did not cut even a tomato properly,None,Negative
Bentag kitchenware Vegetable & Fruit Clever Cutter Stainless Steel Vegetable Scissor,Not Satisfied  Goods very bad,satisf,Negative
Bentag kitchenware Vegetable & Fruit Clever Cutter Stainless Steel Vegetable Scissor,Product  Nice product,product,Positive
Bentag kitchenware Vegetable & Fruit Clever Cutter Stainless Steel Vegetable Scissor,"Jul 05, 2022ExcellentExcellent 👌",None,Neutral
Bentag kitchenware Vegetable & Fruit Clever Cutter Stainless Steel Vegetable Scissor,Just ok Average  Just ok not good Average,None,Positive
"BLAQUE 3 Ply Anti Viral, Anti Pollution Surgical Disposable Face Mask With Nose Pin & Meltblown Layer- Pack of 100 (Blue)","Value for Money Rs 4.30 per mask best price outside the market they are selling for Rs.10. Good thing is , it has nose clip . Quality is good","price, quality",Positive
"BLAQUE 3 Ply Anti Viral, Anti Pollution Surgical Disposable Face Mask With Nose Pin & Meltblown Layer- Pack of 100 (Blue)",Not 3 ply mask. It is single layer thin mask  Item described as 3 ply Mask. But what was delivered is thin single layer mask of poor quality,"item, quality",Negative
"BLAQUE 3 Ply Anti Viral, Anti Pollution Surgical Disposable Face Mask With Nose Pin & Meltblown Layer- Pack of 100 (Blue)",very poor quality product  very poor quality product as you try to wear on your face rubber bands are broken,"product, quality",Negative
"BLAQUE 3 Ply Anti Viral, Anti Pollution Surgical Disposable Face Mask With Nose Pin & Meltblown Layer- Pack of 100 (Blue)",Bad product  Not a good product. Waste of money,product,Negative
"BLAQUE 3 Ply Anti Viral, Anti Pollution Surgical Disposable Face Mask With Nose Pin & Meltblown Layer- Pack of 100 (Blue)",Worst product  Only one ply mask not 3 ply,product,Negative
"BLAQUE 3 Ply Anti Viral, Anti Pollution Surgical Disposable Face Mask With Nose Pin & Meltblown Layer- Pack of 100 (Blue)",Quality  Only single ply mask,quality,Neutral
"BLAQUE 3 Ply Anti Viral, Anti Pollution Surgical Disposable Face Mask With Nose Pin & Meltblown Layer- Pack of 100 (Blue)",Massk This mask is a Average .,None,Neutral
"BLAQUE 3 Ply Anti Viral, Anti Pollution Surgical Disposable Face Mask With Nose Pin & Meltblown Layer- Pack of 100 (Blue)",Very poor quality  Very poor quality,quality,Negative
"BLAQUE 3 Ply Anti Viral, Anti Pollution Surgical Disposable Face Mask With Nose Pin & Meltblown Layer- Pack of 100 (Blue)",Mask is very bad category quality  3layer mask ordered was sent 2 layer mask,quality,Negative
"BLAQUE 3 Ply Anti Viral, Anti Pollution Surgical Disposable Face Mask With Nose Pin & Meltblown Layer- Pack of 100 (Blue)",Not good  Not good normal one,None,Negative
Automatic Wireless Electric Rechargeable Drinking Water Dispenser Pump for 20 Liter Bottle Can with USB Charging Cable (Assorted Color),"Not Working  Charged, did everything not working . Bad",None,Positive
Automatic Wireless Electric Rechargeable Drinking Water Dispenser Pump for 20 Liter Bottle Can with USB Charging Cable (Assorted Color),"Performance of unit and charging  We have purchased two unit based on performance level not to satisfaction noted on your site by vendor. However, unit water discharge tube area water leakage plus charging of battery not working.","satisf, performance",Negative
Automatic Wireless Electric Rechargeable Drinking Water Dispenser Pump for 20 Liter Bottle Can with USB Charging Cable (Assorted Color),Product charging unit damaged  Have charged only twice and USB charging unit is gone,product,Negative
Automatic Wireless Electric Rechargeable Drinking Water Dispenser Pump for 20 Liter Bottle Can with USB Charging Cable (Assorted Color),Damaged in pipe line  Bad and chip quality we need the changeg,quality,Negative
Automatic Wireless Electric Rechargeable Drinking Water Dispenser Pump for 20 Liter Bottle Can with USB Charging Cable (Assorted Color),Satyam jha  Very bad quality products for snapdeal,"deal, product, quality",Negative
Automatic Wireless Electric Rechargeable Drinking Water Dispenser Pump for 20 Liter Bottle Can with USB Charging Cable (Assorted Color),"Auto Drinking water dispenser It's very cute ,and easy to install, reachable , safe from contaminated hands...just switch on top of dispenser, get drinking water... freely.. S read more",easy,Positive
Automatic Wireless Electric Rechargeable Drinking Water Dispenser Pump for 20 Liter Bottle Can with USB Charging Cable (Assorted Color),Worst  Worst product . Within a week product product was not working,product,Negative
Automatic Wireless Electric Rechargeable Drinking Water Dispenser Pump for 20 Liter Bottle Can with USB Charging Cable (Assorted Color),"Leak at the spout .  Water trickling from the metal pipe when inserted ,found the rubber ring damaged and below the metal pipe on the body corner also water droplets leaking.",None,Negative
Automatic Wireless Electric Rechargeable Drinking Water Dispenser Pump for 20 Liter Bottle Can with USB Charging Cable (Assorted Color),Battery not working  Product not charging properly. Damged piece from supplier,product,Neutral
Automatic Wireless Electric Rechargeable Drinking Water Dispenser Pump for 20 Liter Bottle Can with USB Charging Cable (Assorted Color),Average Quality is not good..,quality,Neutral
"Amar Push Up Bar Stand For Gym & Home Exercise, Strengthens Muscles of Arms, Abdomen and Shoulders for men and women",Very nice product  Home gym type product. Quality was very good,"product, quality",Positive
"Amar Push Up Bar Stand For Gym & Home Exercise, Strengthens Muscles of Arms, Abdomen and Shoulders for men and women","Very good.  As per my expectation I really feeling good over it, Thanks 🙏",None,Positive
"Amar Push Up Bar Stand For Gym & Home Exercise, Strengthens Muscles of Arms, Abdomen and Shoulders for men and women",outstanding  material is too good,material,Positive
"Amar Push Up Bar Stand For Gym & Home Exercise, Strengthens Muscles of Arms, Abdomen and Shoulders for men and women",Loved it  Good for daily workout. Easy and comfortable to use.,"comfort, easy",Positive
"Amar Push Up Bar Stand For Gym & Home Exercise, Strengthens Muscles of Arms, Abdomen and Shoulders for men and women",BEST QUALITY  PERFECT FOR HOME GYM,quality,Positive
"Amar Push Up Bar Stand For Gym & Home Exercise, Strengthens Muscles of Arms, Abdomen and Shoulders for men and women",Good one  Amazing Quality of the bar good for daily workout,quality,Positive
"Amar Push Up Bar Stand For Gym & Home Exercise, Strengthens Muscles of Arms, Abdomen and Shoulders for men and women",good for workout  vrey usefulll for chest and arm workout,useful,Positive
"Amar Push Up Bar Stand For Gym & Home Exercise, Strengthens Muscles of Arms, Abdomen and Shoulders for men and women",Product  nice product and Comfortable . high Stability,"comfort, product",Positive
"Amar Push Up Bar Stand For Gym & Home Exercise, Strengthens Muscles of Arms, Abdomen and Shoulders for men and women",good for pushup bars  i trully recommended to others,None,Positive
"Amar Push Up Bar Stand For Gym & Home Exercise, Strengthens Muscles of Arms, Abdomen and Shoulders for men and women",Quality is very good  Very light weight and very good quality,"weight, quality",Positive
"Double Spring Tummy Trimmer for Abs Exerciser,Body Toner and Fat Buster| For Men and Women",Amazing One  Quality is so good and very Easy to use,"easy, quality",Positive
"Double Spring Tummy Trimmer for Abs Exerciser,Body Toner and Fat Buster| For Men and Women",quality is good  must buy this tummy trimmer as it works really good,quality,Positive
"Double Spring Tummy Trimmer for Abs Exerciser,Body Toner and Fat Buster| For Men and Women",Amazing quality  must buy the trimmer,quality,Positive
"Double Spring Tummy Trimmer for Abs Exerciser,Body Toner and Fat Buster| For Men and Women",Amazing Product  the spring is also very good and very easy to use,"product, easy",Positive
"Double Spring Tummy Trimmer for Abs Exerciser,Body Toner and Fat Buster| For Men and Women",Best quality  Thanks for you Snapdeal,"deal, quality",Positive
"Double Spring Tummy Trimmer for Abs Exerciser,Body Toner and Fat Buster| For Men and Women",Awesome Quality  Superb Quality. easy to use . must buy. very helpful go for it,"easy, quality",Positive
"Double Spring Tummy Trimmer for Abs Exerciser,Body Toner and Fat Buster| For Men and Women",Perfect product. excellent finishing  Lovely. i fell very well to buy this product,product,Positive
"Double Spring Tummy Trimmer for Abs Exerciser,Body Toner and Fat Buster| For Men and Women",Really very good  So happy must buy guys worth of money 👌👌,worth,Positive
"Double Spring Tummy Trimmer for Abs Exerciser,Body Toner and Fat Buster| For Men and Women","spring is great and product is also amazinng  That""s product big spring not small spring like other sellers. this seller is great",product,Positive
"Double Spring Tummy Trimmer for Abs Exerciser,Body Toner and Fat Buster| For Men and Women",Quality is good  Amazing product good for daily home gym,"product, quality",Positive
Next Queen-1500 Liter Watt Stainless Steel Electric Kettle,Super  Superrrrrrrrrr,None,Positive
Next Queen-1500 Liter Watt Stainless Steel Electric Kettle,Good quality  Good quality..working fine,quality,Positive
Next Queen-1500 Liter Watt Stainless Steel Electric Kettle,Gd product  Very good kettle bbut wire is to shot other wise very ggd,product,Positive
Next Queen-1500 Liter Watt Stainless Steel Electric Kettle,Very efficient item  Till date no issue. Working efficiently.,item,Positive
Next Queen-1500 Liter Watt Stainless Steel Electric Kettle,Good Product  I am using this from last 2 years Still it is working fine,product,Positive
Next Queen-1500 Liter Watt Stainless Steel Electric Kettle,Worth the money  Cheap and worthy,worth,Positive
Next Queen-1500 Liter Watt Stainless Steel Electric Kettle,"Mar 28, 2016Excellent Productgood product. I am using it since 4 month. Value for money.",product,Positive
Next Queen-1500 Liter Watt Stainless Steel Electric Kettle,"Dec 13, 2022Gd productVery good kettle bbut wire is to shot other wise very ggd",product,Positive
Next Queen-1500 Liter Watt Stainless Steel Electric Kettle,"Electrical kettle  Very good appliances, quality products with great discount","product, quality",Positive
Next Queen-1500 Liter Watt Stainless Steel Electric Kettle,"May 07, 2016Good Productit is a good product.",product,Positive
sweat BELT hot shapers hot shaper sauna tummy trimmer slimming belt,Awesome product  Best for weight loss and exercise,"product, weight",Positive
sweat BELT hot shapers hot shaper sauna tummy trimmer slimming belt,Best product  Super service,"service, product",Positive
sweat BELT hot shapers hot shaper sauna tummy trimmer slimming belt,GOOD BELT  GOOD HOT SHAPER,None,Positive
sweat BELT hot shapers hot shaper sauna tummy trimmer slimming belt,Nice product  Fast delivery,"product, delivery",Positive
sweat BELT hot shapers hot shaper sauna tummy trimmer slimming belt,EXCELLENT HOT SHARPER  EXCELLENT HOT SHARPER,sharper,Positive
sweat BELT hot shapers hot shaper sauna tummy trimmer slimming belt,GOOD HOT SHARPER  GOOD HOT SHARPER,sharper,Positive
sweat BELT hot shapers hot shaper sauna tummy trimmer slimming belt,Nice products  Nice products,product,Positive
sweat BELT hot shapers hot shaper sauna tummy trimmer slimming belt,Product  Product is of good quality,"product, quality",Positive
sweat BELT hot shapers hot shaper sauna tummy trimmer slimming belt,good hot sharper  good hot sharper,sharper,Positive
UNICAL Shock Resistant Cable Protector for Smartphones and Tablets ( Multicolor ),best Delivery time  very good and best,delivery,Positive
UNICAL Shock Resistant Cable Protector for Smartphones and Tablets ( Multicolor ),Bad quality  Not up to the mark,quality,Negative
UNICAL Shock Resistant Cable Protector for Smartphones and Tablets ( Multicolor ),UNICAL Shock Resistant Cable Protector  worth for the money,worth,Negative
UNICAL Shock Resistant Cable Protector for Smartphones and Tablets ( Multicolor ),Very nice  Quality very nice,quality,Positive
UNICAL Shock Resistant Cable Protector for Smartphones and Tablets ( Multicolor ),Super nice  Super gold,None,Positive
UNICAL Shock Resistant Cable Protector for Smartphones and Tablets ( Multicolor ),"Not good  Meterial very soft&size not correct,not use full",size,Negative
UNICAL Shock Resistant Cable Protector for Smartphones and Tablets ( Multicolor ),Best product with low cost  It's genuinely a good product in this price range. In this price you can't get anywhere this product.,"product, price",Positive
UNICAL Shock Resistant Cable Protector for Smartphones and Tablets ( Multicolor ),Nice product  Very protected cable product,product,Positive
UNICAL Shock Resistant Cable Protector for Smartphones and Tablets ( Multicolor ),Nice Product  Bhut Acha hai,product,Positive
UNICAL Shock Resistant Cable Protector for Smartphones and Tablets ( Multicolor ),Very reasonably priced good quality item.  Very useful for mobile charger and other small adopters. Recommend for use to protect charging cables.,"item, useful, price, quality",Positive
dust n shine Multicolor Stainless Steel Steal scrubber pack of 12 ( Set of 12 ),Poor quality Very poor quality 😢,quality,Negative
dust n shine Multicolor Stainless Steel Steal scrubber pack of 12 ( Set of 12 ),Stainless steel cloth pack It's really awesome product....great 👌 I recommend everyone to go for it...good purchase 👍👍👍,"product, pack, cloth",Positive
dust n shine Multicolor Stainless Steel Steal scrubber pack of 12 ( Set of 12 ),Bad product  Bad product,product,Negative
dust n shine Multicolor Stainless Steel Steal scrubber pack of 12 ( Set of 12 ),WORTHLESS PRODUCT  This product is nothing more than a piece of rag!!!,"worth, product",Negative
dust n shine Multicolor Stainless Steel Steal scrubber pack of 12 ( Set of 12 ),Poor quality  Very poor quality 😢,quality,Negative
dust n shine Multicolor Stainless Steel Steal scrubber pack of 12 ( Set of 12 ),Poor quality  Very poor quality,quality,Negative
dust n shine Multicolor Stainless Steel Steal scrubber pack of 12 ( Set of 12 ),Just a cloth can not rubb the utensils  Not satisfied,"satisf, cloth",Negative
dust n shine Multicolor Stainless Steel Steal scrubber pack of 12 ( Set of 12 ),Poor quality and size  Bad product not good for wash the utensils,"size, product, quality",Negative
dust n shine Multicolor Stainless Steel Steal scrubber pack of 12 ( Set of 12 ),Very bad quality  Product quality very bad,"product, quality",Negative
Dealcrox-Digital Display 0.1 g to 200 g Mini Pocket Weight Scale Measurement Jewellery Weighing Machine (Multicolor),Dealcrox Digital display mini weighing instrument Very Convenient to carry in purse.Good Piece BUT OLD & DEFECTIVE BATTERIES.,deal,Negative
Dealcrox-Digital Display 0.1 g to 200 g Mini Pocket Weight Scale Measurement Jewellery Weighing Machine (Multicolor),Low kwality product  Not good wait proper nhi batata,product,Negative
Dealcrox-Digital Display 0.1 g to 200 g Mini Pocket Weight Scale Measurement Jewellery Weighing Machine (Multicolor),Waste  The material is very bad,material,Negative
Dealcrox-Digital Display 0.1 g to 200 g Mini Pocket Weight Scale Measurement Jewellery Weighing Machine (Multicolor),"Accuracy problem  Giving error as high as 0.3gm. Even the error becomes more, if device is placed on slightly slopy surface",None,Negative
Dealcrox-Digital Display 0.1 g to 200 g Mini Pocket Weight Scale Measurement Jewellery Weighing Machine (Multicolor),About  Bekar bilkul. Accuracy zero,None,Neutral
Dealcrox-Digital Display 0.1 g to 200 g Mini Pocket Weight Scale Measurement Jewellery Weighing Machine (Multicolor),"Jewellery mini weighting scale  Sender have to check whether this scale is working or not, the cells is not giving power. The wire to battery disconnected, hence I see it and sidore this wire, and replace with another new sales, then it is working",weight,Negative
Dealcrox-Digital Display 0.1 g to 200 g Mini Pocket Weight Scale Measurement Jewellery Weighing Machine (Multicolor),Not working as Instruction inside the package  Quality not satisfied me,"satisf, pack, quality",Negative
Dealcrox-Digital Display 0.1 g to 200 g Mini Pocket Weight Scale Measurement Jewellery Weighing Machine (Multicolor),Not good  Average product,product,Negative
Dealcrox-Digital Display 0.1 g to 200 g Mini Pocket Weight Scale Measurement Jewellery Weighing Machine (Multicolor),Sycko  Good product,product,Positive
Dealcrox-Digital Display 0.1 g to 200 g Mini Pocket Weight Scale Measurement Jewellery Weighing Machine (Multicolor),"Accuracy problem Giving error as high as 0.3gm. Even the error becomes more, if device is placed on slightly slopy surface",None,Negative
"Nutriley Muscle Gainer Capsules, Mass Gainer, Increase Muscle Mass & Strength, 60 Capsules",Good product 👌👍  The product is very awesome. All the ingredients are natural and effective,product,Positive
"Nutriley Muscle Gainer Capsules, Mass Gainer, Increase Muscle Mass & Strength, 60 Capsules",nice result  very good product,product,Positive
"Nutriley Muscle Gainer Capsules, Mass Gainer, Increase Muscle Mass & Strength, 60 Capsules",Nice gaining this product ❤😇😇  amazing taste and quality is good Best mass gainer,"product, quality",Positive
"Nutriley Muscle Gainer Capsules, Mass Gainer, Increase Muscle Mass & Strength, 60 Capsules",best product  this is very super product good taste,product,Positive
"Nutriley Muscle Gainer Capsules, Mass Gainer, Increase Muscle Mass & Strength, 60 Capsules",very power full product  very nice product . give me better result for me,product,Positive
"Nutriley Muscle Gainer Capsules, Mass Gainer, Increase Muscle Mass & Strength, 60 Capsules",nice product  Nutriley un flavoured Mass Gainer is a really effective product ...✔✔✔👌,product,Positive
"Nutriley Muscle Gainer Capsules, Mass Gainer, Increase Muscle Mass & Strength, 60 Capsules",best product  help me to gain wait,product,Positive
"Nutriley Muscle Gainer Capsules, Mass Gainer, Increase Muscle Mass & Strength, 60 Capsules",excellent  Good quality it's Awesome. it's useful to me good results thank u,"useful, quality",Positive
"Nutriley Muscle Gainer Capsules, Mass Gainer, Increase Muscle Mass & Strength, 60 Capsules",very nice product  Nutriley un flavoured Mass Gainer is amamzing product 💖💖💖💖,product,Positive
"Nutriley Muscle Gainer Capsules, Mass Gainer, Increase Muscle Mass & Strength, 60 Capsules",this amazing  wow amzaing product am so happy,product,Positive
BLUE-46Pcs Wrench Socket Screwdriver Set For Car/Motorcycle & Home Repairing Tool Kit,"EXCELLENT  NICE PRODUCT , VERY USEFULL , EASY TO USE","useful, product, easy",Positive
BLUE-46Pcs Wrench Socket Screwdriver Set For Car/Motorcycle & Home Repairing Tool Kit,good product  nice deal good qulity,"deal, product",Positive
BLUE-46Pcs Wrench Socket Screwdriver Set For Car/Motorcycle & Home Repairing Tool Kit,Amazing product. Fast delivery  Received the product in just 1 day. amazing packaging and build quality.,"product, pack, delivery, quality",Positive
BLUE-46Pcs Wrench Socket Screwdriver Set For Car/Motorcycle & Home Repairing Tool Kit,nice product  thankyou snapdeal,"deal, product",Positive
BLUE-46Pcs Wrench Socket Screwdriver Set For Car/Motorcycle & Home Repairing Tool Kit,GREAT PRODUCT  COMPACT USEFULL CAR KIT,"useful, product",Positive
BLUE-46Pcs Wrench Socket Screwdriver Set For Car/Motorcycle & Home Repairing Tool Kit,Tool kit  Best item in cheep rate,item,Positive
BLUE-46Pcs Wrench Socket Screwdriver Set For Car/Motorcycle & Home Repairing Tool Kit,"Everything  Very good 👍 product,",product,Positive
BLUE-46Pcs Wrench Socket Screwdriver Set For Car/Motorcycle & Home Repairing Tool Kit,Awesome product Thanks Snapdeal  Thanks Snapdeal,"deal, product",Positive
BLUE-46Pcs Wrench Socket Screwdriver Set For Car/Motorcycle & Home Repairing Tool Kit,Nice Product  Nice Quality Thanks Snapdeal,"deal, product, quality",Positive
BLUE-46Pcs Wrench Socket Screwdriver Set For Car/Motorcycle & Home Repairing Tool Kit,best qulity  good qulity best,None,Positive
"Dynore Stainless Steel 2 in 1 Partition Plate for Kitchen Serving, 22cm Length per unit, (Pack of 6)",Paise ke according poor quality hai..  Poor quality n very light in weight,"weight, quality",Negative
"Dynore Stainless Steel 2 in 1 Partition Plate for Kitchen Serving, 22cm Length per unit, (Pack of 6)",It’s okay  Ok its okay,None,Positive
"Dynore Stainless Steel 2 in 1 Partition Plate for Kitchen Serving, 22cm Length per unit, (Pack of 6)",Paise ke according poor quality hai.. Poor quality n very light in weight,"weight, quality",Negative
"Dynore Stainless Steel 2 in 1 Partition Plate for Kitchen Serving, 22cm Length per unit, (Pack of 6)",Ok for low price  Ok for such price,price,Positive
"Dynore Stainless Steel 2 in 1 Partition Plate for Kitchen Serving, 22cm Length per unit, (Pack of 6)",Good buy.  Value for money. Excellent product.,product,Positive
"Dynore Stainless Steel 2 in 1 Partition Plate for Kitchen Serving, 22cm Length per unit, (Pack of 6)",Steel tiffen plates  Good and useful product.a bit bigger size is required,"size, useful, product",Positive
"Dynore Stainless Steel 2 in 1 Partition Plate for Kitchen Serving, 22cm Length per unit, (Pack of 6)",Steel partition plate  Stainless steel partition👌plate 2in 1,None,Neutral
"Dynore Stainless Steel 2 in 1 Partition Plate for Kitchen Serving, 22cm Length per unit, (Pack of 6)",Steel partition plate Stainless steel partition👌plate 2in 1,None,Neutral
"Dynore Stainless Steel 2 in 1 Partition Plate for Kitchen Serving, 22cm Length per unit, (Pack of 6)",Two in one plates  Reasonably worth the value.,worth,Positive
"Dynore Stainless Steel 2 in 1 Partition Plate for Kitchen Serving, 22cm Length per unit, (Pack of 6)","Unhaapy  Very thin material,the plates gets dents very easily",material,Positive
