Product Name,Reviews,Sentiment
Bentag kitchenware Vegetable & Fruit Clever Cutter Stainless Steel Vegetable Scissor,No use  Did not cut even a tomato properly,Negative
Bentag kitchenware Vegetable & Fruit Clever Cutter Stainless Steel Vegetable Scissor,Not Satisfied  Goods very bad,Negative
Bentag kitchenware Vegetable & Fruit Clever Cutter Stainless Steel Vegetable Scissor,Product  Nice product,Positive
Bentag kitchenware Vegetable & Fruit Clever Cutter Stainless Steel Vegetable Scissor,"Jul 05, 2022ExcellentExcellent 👌",Neutral
Bentag kitchenware Vegetable & Fruit Clever Cutter Stainless Steel Vegetable Scissor,Just ok Average  Just ok not good Average,Positive
"BLAQUE 3 Ply Anti Viral, Anti Pollution Surgical Disposable Face Mask With Nose Pin & Meltblown Layer- Pack of 100 (Blue)","Value for Money Rs 4.30 per mask best price outside the market they are selling for Rs.10. Good thing is , it has nose clip . Quality is good",Positive
"BLAQUE 3 Ply Anti Viral, Anti Pollution Surgical Disposable Face Mask With Nose Pin & Meltblown Layer- Pack of 100 (Blue)",Not 3 ply mask. It is single layer thin mask  Item described as 3 ply Mask. But what was delivered is thin single layer mask of poor quality,Negative
"BLAQUE 3 Ply Anti Viral, Anti Pollution Surgical Disposable Face Mask With Nose Pin & Meltblown Layer- Pack of 100 (Blue)",very poor quality product  very poor quality product as you try to wear on your face rubber bands are broken,Negative
"BLAQUE 3 Ply Anti Viral, Anti Pollution Surgical Disposable Face Mask With Nose Pin & Meltblown Layer- Pack of 100 (Blue)",Bad product  Not a good product. Waste of money,Negative
"BLAQUE 3 Ply Anti Viral, Anti Pollution Surgical Disposable Face Mask With Nose Pin & Meltblown Layer- Pack of 100 (Blue)",Worst product  Only one ply mask not 3 ply,Negative
"BLAQUE 3 Ply Anti Viral, Anti Pollution Surgical Disposable Face Mask With Nose Pin & Meltblown Layer- Pack of 100 (Blue)",Quality  Only single ply mask,Neutral
"BLAQUE 3 Ply Anti Viral, Anti Pollution Surgical Disposable Face Mask With Nose Pin & Meltblown Layer- Pack of 100 (Blue)",Massk This mask is a Average .,Neutral
"BLAQUE 3 Ply Anti Viral, Anti Pollution Surgical Disposable Face Mask With Nose Pin & Meltblown Layer- Pack of 100 (Blue)",Very poor quality  Very poor quality,Negative
"BLAQUE 3 Ply Anti Viral, Anti Pollution Surgical Disposable Face Mask With Nose Pin & Meltblown Layer- Pack of 100 (Blue)",Mask is very bad category quality  3layer mask ordered was sent 2 layer mask,Negative
"BLAQUE 3 Ply Anti Viral, Anti Pollution Surgical Disposable Face Mask With Nose Pin & Meltblown Layer- Pack of 100 (Blue)",Not good  Not good normal one,Negative
Automatic Wireless Electric Rechargeable Drinking Water Dispenser Pump for 20 Liter Bottle Can with USB Charging Cable (Assorted Color),"Not Working  Charged, did everything not working . Bad",Positive
Automatic Wireless Electric Rechargeable Drinking Water Dispenser Pump for 20 Liter Bottle Can with USB Charging Cable (Assorted Color),"Performance of unit and charging  We have purchased two unit based on performance level not to satisfaction noted on your site by vendor. However, unit water discharge tube area water leakage plus charging of battery not working.",Negative
Automatic Wireless Electric Rechargeable Drinking Water Dispenser Pump for 20 Liter Bottle Can with USB Charging Cable (Assorted Color),Product charging unit damaged  Have charged only twice and USB charging unit is gone,Negative
Automatic Wireless Electric Rechargeable Drinking Water Dispenser Pump for 20 Liter Bottle Can with USB Charging Cable (Assorted Color),Damaged in pipe line  Bad and chip quality we need the changeg,Negative
Automatic Wireless Electric Rechargeable Drinking Water Dispenser Pump for 20 Liter Bottle Can with USB Charging Cable (Assorted Color),Satyam jha  Very bad quality products for snapdeal,Negative
Automatic Wireless Electric Rechargeable Drinking Water Dispenser Pump for 20 Liter Bottle Can with USB Charging Cable (Assorted Color),"Auto Drinking water dispenser It's very cute ,and easy to install, reachable , safe from contaminated hands...just switch on top of dispenser, get drinking water... freely.. S read more",Positive
Automatic Wireless Electric Rechargeable Drinking Water Dispenser Pump for 20 Liter Bottle Can with USB Charging Cable (Assorted Color),Worst  Worst product . Within a week product product was not working,Negative
Automatic Wireless Electric Rechargeable Drinking Water Dispenser Pump for 20 Liter Bottle Can with USB Charging Cable (Assorted Color),"Leak at the spout .  Water trickling from the metal pipe when inserted ,found the rubber ring damaged and below the metal pipe on the body corner also water droplets leaking.",Negative
Automatic Wireless Electric Rechargeable Drinking Water Dispenser Pump for 20 Liter Bottle Can with USB Charging Cable (Assorted Color),Battery not working  Product not charging properly. Damged piece from supplier,Neutral
Automatic Wireless Electric Rechargeable Drinking Water Dispenser Pump for 20 Liter Bottle Can with USB Charging Cable (Assorted Color),Average Quality is not good..,Neutral
"Amar Push Up Bar Stand For Gym & Home Exercise, Strengthens Muscles of Arms, Abdomen and Shoulders for men and women",Very nice product  Home gym type product. Quality was very good,Positive
"Amar Push Up Bar Stand For Gym & Home Exercise, Strengthens Muscles of Arms, Abdomen and Shoulders for men and women","Very good.  As per my expectation I really feeling good over it, Thanks 🙏",Positive
"Amar Push Up Bar Stand For Gym & Home Exercise, Strengthens Muscles of Arms, Abdomen and Shoulders for men and women",outstanding  material is too good,Positive
"Amar Push Up Bar Stand For Gym & Home Exercise, Strengthens Muscles of Arms, Abdomen and Shoulders for men and women",Loved it  Good for daily workout. Easy and comfortable to use.,Positive
"Amar Push Up Bar Stand For Gym & Home Exercise, Strengthens Muscles of Arms, Abdomen and Shoulders for men and women",BEST QUALITY  PERFECT FOR HOME GYM,Positive
"Amar Push Up Bar Stand For Gym & Home Exercise, Strengthens Muscles of Arms, Abdomen and Shoulders for men and women",Good one  Amazing Quality of the bar good for daily workout,Positive
"Amar Push Up Bar Stand For Gym & Home Exercise, Strengthens Muscles of Arms, Abdomen and Shoulders for men and women",good for workout  vrey usefulll for chest and arm workout,Positive
"Amar Push Up Bar Stand For Gym & Home Exercise, Strengthens Muscles of Arms, Abdomen and Shoulders for men and women",Product  nice product and Comfortable . high Stability,Positive
"Amar Push Up Bar Stand For Gym & Home Exercise, Strengthens Muscles of Arms, Abdomen and Shoulders for men and women",good for pushup bars  i trully recommended to others,Positive
"Amar Push Up Bar Stand For Gym & Home Exercise, Strengthens Muscles of Arms, Abdomen and Shoulders for men and women",Quality is very good  Very light weight and very good quality,Positive
"Double Spring Tummy Trimmer for Abs Exerciser,Body Toner and Fat Buster| For Men and Women",Amazing One  Quality is so good and very Easy to use,Positive
"Double Spring Tummy Trimmer for Abs Exerciser,Body Toner and Fat Buster| For Men and Women",quality is good  must buy this tummy trimmer as it works really good,Positive
"Double Spring Tummy Trimmer for Abs Exerciser,Body Toner and Fat Buster| For Men and Women",Amazing quality  must buy the trimmer,Positive
"Double Spring Tummy Trimmer for Abs Exerciser,Body Toner and Fat Buster| For Men and Women",Amazing Product  the spring is also very good and very easy to use,Positive
"Double Spring Tummy Trimmer for Abs Exerciser,Body Toner and Fat Buster| For Men and Women",Best quality  Thanks for you Snapdeal,Positive
"Double Spring Tummy Trimmer for Abs Exerciser,Body Toner and Fat Buster| For Men and Women",Awesome Quality  Superb Quality. easy to use . must buy. very helpful go for it,Positive
"Double Spring Tummy Trimmer for Abs Exerciser,Body Toner and Fat Buster| For Men and Women",Perfect product. excellent finishing  Lovely. i fell very well to buy this product,Positive
"Double Spring Tummy Trimmer for Abs Exerciser,Body Toner and Fat Buster| For Men and Women",Really very good  So happy must buy guys worth of money 👌👌,Positive
"Double Spring Tummy Trimmer for Abs Exerciser,Body Toner and Fat Buster| For Men and Women","spring is great and product is also amazinng  That""s product big spring not small spring like other sellers. this seller is great",Positive
"Double Spring Tummy Trimmer for Abs Exerciser,Body Toner and Fat Buster| For Men and Women",Quality is good  Amazing product good for daily home gym,Positive
Next Queen-1500 Liter Watt Stainless Steel Electric Kettle,Super  Superrrrrrrrrr,Positive
Next Queen-1500 Liter Watt Stainless Steel Electric Kettle,Good quality  Good quality..working fine,Positive
Next Queen-1500 Liter Watt Stainless Steel Electric Kettle,Gd product  Very good kettle bbut wire is to shot other wise very ggd,Positive
Next Queen-1500 Liter Watt Stainless Steel Electric Kettle,Very efficient item  Till date no issue. Working efficiently.,Positive
Next Queen-1500 Liter Watt Stainless Steel Electric Kettle,Good Product  I am using this from last 2 years Still it is working fine,Positive
Next Queen-1500 Liter Watt Stainless Steel Electric Kettle,Worth the money  Cheap and worthy,Positive
Next Queen-1500 Liter Watt Stainless Steel Electric Kettle,"Mar 28, 2016Excellent Productgood product. I am using it since 4 month. Value for money.",Positive
Next Queen-1500 Liter Watt Stainless Steel Electric Kettle,"Dec 13, 2022Gd productVery good kettle bbut wire is to shot other wise very ggd",Positive
Next Queen-1500 Liter Watt Stainless Steel Electric Kettle,"Electrical kettle  Very good appliances, quality products with great discount",Positive
Next Queen-1500 Liter Watt Stainless Steel Electric Kettle,"May 07, 2016Good Productit is a good product.",Positive
sweat BELT hot shapers hot shaper sauna tummy trimmer slimming belt,Awesome product  Best for weight loss and exercise,Positive
sweat BELT hot shapers hot shaper sauna tummy trimmer slimming belt,Best product  Super service,Positive
sweat BELT hot shapers hot shaper sauna tummy trimmer slimming belt,GOOD BELT  GOOD HOT SHAPER,Positive
sweat BELT hot shapers hot shaper sauna tummy trimmer slimming belt,Nice product  Fast delivery,Positive
sweat BELT hot shapers hot shaper sauna tummy trimmer slimming belt,EXCELLENT HOT SHARPER  EXCELLENT HOT SHARPER,Positive
sweat BELT hot shapers hot shaper sauna tummy trimmer slimming belt,Good product  Good product,Positive
sweat BELT hot shapers hot shaper sauna tummy trimmer slimming belt,GOOD HOT SHARPER  GOOD HOT SHARPER,Positive
sweat BELT hot shapers hot shaper sauna tummy trimmer slimming belt,Nice products  Nice products,Positive
sweat BELT hot shapers hot shaper sauna tummy trimmer slimming belt,Product  Product is of good quality,Positive
sweat BELT hot shapers hot shaper sauna tummy trimmer slimming belt,good hot sharper  good hot sharper,Positive
UNICAL Shock Resistant Cable Protector for Smartphones and Tablets ( Multicolor ),best Delivery time  very good and best,Positive
UNICAL Shock Resistant Cable Protector for Smartphones and Tablets ( Multicolor ),Bad quality  Not up to the mark,Negative
UNICAL Shock Resistant Cable Protector for Smartphones and Tablets ( Multicolor ),UNICAL Shock Resistant Cable Protector  worth for the money,Negative
UNICAL Shock Resistant Cable Protector for Smartphones and Tablets ( Multicolor ),Very nice  Quality very nice,Positive
UNICAL Shock Resistant Cable Protector for Smartphones and Tablets ( Multicolor ),Super nice  Super gold,Positive
UNICAL Shock Resistant Cable Protector for Smartphones and Tablets ( Multicolor ),"Not good  Meterial very soft&size not correct,not use full",Negative
UNICAL Shock Resistant Cable Protector for Smartphones and Tablets ( Multicolor ),Best product with low cost  It's genuinely a good product in this price range. In this price you can't get anywhere this product.,Positive
UNICAL Shock Resistant Cable Protector for Smartphones and Tablets ( Multicolor ),Nice product  Very protected cable product,Positive
UNICAL Shock Resistant Cable Protector for Smartphones and Tablets ( Multicolor ),Nice Product  Bhut Acha hai,Positive
UNICAL Shock Resistant Cable Protector for Smartphones and Tablets ( Multicolor ),Very reasonably priced good quality item.  Very useful for mobile charger and other small adopters. Recommend for use to protect charging cables.,Positive
dust n shine Multicolor Stainless Steel Steal scrubber pack of 12 ( Set of 12 ),Poor quality Very poor quality 😢,Negative
dust n shine Multicolor Stainless Steel Steal scrubber pack of 12 ( Set of 12 ),Stainless steel cloth pack It's really awesome product....great 👌 I recommend everyone to go for it...good purchase 👍👍👍,Positive
dust n shine Multicolor Stainless Steel Steal scrubber pack of 12 ( Set of 12 ),Bad product  Bad product,Negative
dust n shine Multicolor Stainless Steel Steal scrubber pack of 12 ( Set of 12 ),WORTHLESS PRODUCT  This product is nothing more than a piece of rag!!!,Negative
dust n shine Multicolor Stainless Steel Steal scrubber pack of 12 ( Set of 12 ),Poor quality  Very poor quality 😢,Negative
dust n shine Multicolor Stainless Steel Steal scrubber pack of 12 ( Set of 12 ),Poor quality  Very poor quality,Negative
dust n shine Multicolor Stainless Steel Steal scrubber pack of 12 ( Set of 12 ),Poor quality  Poor quality,Negative
dust n shine Multicolor Stainless Steel Steal scrubber pack of 12 ( Set of 12 ),Just a cloth can not rubb the utensils  Not satisfied,Negative
dust n shine Multicolor Stainless Steel Steal scrubber pack of 12 ( Set of 12 ),Poor quality and size  Bad product not good for wash the utensils,Negative
dust n shine Multicolor Stainless Steel Steal scrubber pack of 12 ( Set of 12 ),Very bad quality  Product quality very bad,Negative
Dealcrox-Digital Display 0.1 g to 200 g Mini Pocket Weight Scale Measurement Jewellery Weighing Machine (Multicolor),Dealcrox Digital display mini weighing instrument Very Convenient to carry in purse.Good Piece BUT OLD & DEFECTIVE BATTERIES.,Negative
Dealcrox-Digital Display 0.1 g to 200 g Mini Pocket Weight Scale Measurement Jewellery Weighing Machine (Multicolor),Low kwality product  Not good wait proper nhi batata,Negative
Dealcrox-Digital Display 0.1 g to 200 g Mini Pocket Weight Scale Measurement Jewellery Weighing Machine (Multicolor),Waste  The material is very bad,Negative
Dealcrox-Digital Display 0.1 g to 200 g Mini Pocket Weight Scale Measurement Jewellery Weighing Machine (Multicolor),"Accuracy problem  Giving error as high as 0.3gm. Even the error becomes more, if device is placed on slightly slopy surface",Negative
Dealcrox-Digital Display 0.1 g to 200 g Mini Pocket Weight Scale Measurement Jewellery Weighing Machine (Multicolor),About  Bekar bilkul. Accuracy zero,Neutral
Dealcrox-Digital Display 0.1 g to 200 g Mini Pocket Weight Scale Measurement Jewellery Weighing Machine (Multicolor),"Jewellery mini weighting scale  Sender have to check whether this scale is working or not, the cells is not giving power. The wire to battery disconnected, hence I see it and sidore this wire, and replace with another new sales, then it is working",Negative
Dealcrox-Digital Display 0.1 g to 200 g Mini Pocket Weight Scale Measurement Jewellery Weighing Machine (Multicolor),Not working as Instruction inside the package  Quality not satisfied me,Negative
Dealcrox-Digital Display 0.1 g to 200 g Mini Pocket Weight Scale Measurement Jewellery Weighing Machine (Multicolor),Not good  Average product,Negative
Dealcrox-Digital Display 0.1 g to 200 g Mini Pocket Weight Scale Measurement Jewellery Weighing Machine (Multicolor),Sycko  Good product,Positive
Dealcrox-Digital Display 0.1 g to 200 g Mini Pocket Weight Scale Measurement Jewellery Weighing Machine (Multicolor),"Accuracy problem Giving error as high as 0.3gm. Even the error becomes more, if device is placed on slightly slopy surface",Negative
"Nutriley Muscle Gainer Capsules, Mass Gainer, Increase Muscle Mass & Strength, 60 Capsules",Good product 👌👍  The product is very awesome. All the ingredients are natural and effective,Positive
"Nutriley Muscle Gainer Capsules, Mass Gainer, Increase Muscle Mass & Strength, 60 Capsules",nice result  very good product,Positive
"Nutriley Muscle Gainer Capsules, Mass Gainer, Increase Muscle Mass & Strength, 60 Capsules",Nice gaining this product ❤😇😇  amazing taste and quality is good Best mass gainer,Positive
"Nutriley Muscle Gainer Capsules, Mass Gainer, Increase Muscle Mass & Strength, 60 Capsules",best product  this is very super product good taste,Positive
"Nutriley Muscle Gainer Capsules, Mass Gainer, Increase Muscle Mass & Strength, 60 Capsules",very power full product  very nice product . give me better result for me,Positive
"Nutriley Muscle Gainer Capsules, Mass Gainer, Increase Muscle Mass & Strength, 60 Capsules",nice product  Nutriley un flavoured Mass Gainer is a really effective product ...✔✔✔👌,Positive
"Nutriley Muscle Gainer Capsules, Mass Gainer, Increase Muscle Mass & Strength, 60 Capsules",best product  help me to gain wait,Positive
"Nutriley Muscle Gainer Capsules, Mass Gainer, Increase Muscle Mass & Strength, 60 Capsules",excellent  Good quality it's Awesome. it's useful to me good results thank u,Positive
"Nutriley Muscle Gainer Capsules, Mass Gainer, Increase Muscle Mass & Strength, 60 Capsules",very nice product  Nutriley un flavoured Mass Gainer is amamzing product 💖💖💖💖,Positive
"Nutriley Muscle Gainer Capsules, Mass Gainer, Increase Muscle Mass & Strength, 60 Capsules",this amazing  wow amzaing product am so happy,Positive
BLUE-46Pcs Wrench Socket Screwdriver Set For Car/Motorcycle & Home Repairing Tool Kit,"EXCELLENT  NICE PRODUCT , VERY USEFULL , EASY TO USE",Positive
BLUE-46Pcs Wrench Socket Screwdriver Set For Car/Motorcycle & Home Repairing Tool Kit,good product  nice deal good qulity,Positive
BLUE-46Pcs Wrench Socket Screwdriver Set For Car/Motorcycle & Home Repairing Tool Kit,Amazing product. Fast delivery  Received the product in just 1 day. amazing packaging and build quality.,Positive
BLUE-46Pcs Wrench Socket Screwdriver Set For Car/Motorcycle & Home Repairing Tool Kit,nice product  thankyou snapdeal,Positive
BLUE-46Pcs Wrench Socket Screwdriver Set For Car/Motorcycle & Home Repairing Tool Kit,GREAT PRODUCT  COMPACT USEFULL CAR KIT,Positive
BLUE-46Pcs Wrench Socket Screwdriver Set For Car/Motorcycle & Home Repairing Tool Kit,Tool kit  Best item in cheep rate,Positive
BLUE-46Pcs Wrench Socket Screwdriver Set For Car/Motorcycle & Home Repairing Tool Kit,"Everything  Very good 👍 product,",Positive
BLUE-46Pcs Wrench Socket Screwdriver Set For Car/Motorcycle & Home Repairing Tool Kit,Awesome product Thanks Snapdeal  Thanks Snapdeal,Positive
BLUE-46Pcs Wrench Socket Screwdriver Set For Car/Motorcycle & Home Repairing Tool Kit,Nice Product  Nice Quality Thanks Snapdeal,Positive
BLUE-46Pcs Wrench Socket Screwdriver Set For Car/Motorcycle & Home Repairing Tool Kit,best qulity  good qulity best,Positive
"Dynore Stainless Steel 2 in 1 Partition Plate for Kitchen Serving, 22cm Length per unit, (Pack of 6)",Paise ke according poor quality hai..  Poor quality n very light in weight,Negative
"Dynore Stainless Steel 2 in 1 Partition Plate for Kitchen Serving, 22cm Length per unit, (Pack of 6)",It’s okay  Ok its okay,Positive
"Dynore Stainless Steel 2 in 1 Partition Plate for Kitchen Serving, 22cm Length per unit, (Pack of 6)",Paise ke according poor quality hai.. Poor quality n very light in weight,Negative
"Dynore Stainless Steel 2 in 1 Partition Plate for Kitchen Serving, 22cm Length per unit, (Pack of 6)",Ok for low price  Ok for such price,Positive
"Dynore Stainless Steel 2 in 1 Partition Plate for Kitchen Serving, 22cm Length per unit, (Pack of 6)",Good buy.  Value for money. Excellent product.,Positive
"Dynore Stainless Steel 2 in 1 Partition Plate for Kitchen Serving, 22cm Length per unit, (Pack of 6)",Steel tiffen plates  Good and useful product.a bit bigger size is required,Positive
"Dynore Stainless Steel 2 in 1 Partition Plate for Kitchen Serving, 22cm Length per unit, (Pack of 6)",Steel partition plate  Stainless steel partition👌plate 2in 1,Neutral
"Dynore Stainless Steel 2 in 1 Partition Plate for Kitchen Serving, 22cm Length per unit, (Pack of 6)",Steel partition plate Stainless steel partition👌plate 2in 1,Neutral
"Dynore Stainless Steel 2 in 1 Partition Plate for Kitchen Serving, 22cm Length per unit, (Pack of 6)",Two in one plates  Reasonably worth the value.,Positive
"Dynore Stainless Steel 2 in 1 Partition Plate for Kitchen Serving, 22cm Length per unit, (Pack of 6)","Unhaapy  Very thin material,the plates gets dents very easily",Positive
